name,city,region,country,website,source_url,reviewed_at,status,reason
Round-a-Bout Bagels Cat Cafe - Carlisle,Carlisle,PA,US,https://roundaboutbagel.com,https://catcafemap.com/cat-cafe/round-a-bout-bagels-cat-cafe-carlisle,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Round-a-Bout Bagels Cat Cafe - Chambersburg,Chambersburg,PA,US,https://roundaboutbagel.com,https://catcafemap.com/cat-cafe/round-a-bout-bagels-cat-cafe-chambersburg,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Black Cat Cafe,Devon,PA,US,https://www.theblackcatcafedevon.org,https://catcafemap.com/cat-cafe/the-black-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Betty's Corner at Project Paw,Easton,PA,US,https://www.healthyanimalcenter.org,https://catcafemap.com/cat-cafe/bettys-corner-at-project-paw,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Dexter's Cat Cafe,Indiana,PA,US,https://www.dexterscatcafe.com,https://catcafemap.com/cat-cafe/dexters-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Rusty Cat Cafe,Johnstown,PA,US,https://www.rustycatcafe.com,https://catcafemap.com/cat-cafe/rusty-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Tree Tops Kitty Cafe,Kennett Square,PA,US,https://www.treetopskittycafe.com,https://catcafemap.com/cat-cafe/tree-tops-kitty-cafe,2026-07-06,duplicate,Reviewed 2026-07-06; not published because this candidate duplicates an existing curated row.
LanCATster Cat Cafe,Lancaster,PA,US,http://www.lancatstercatcafe.com,https://catcafemap.com/cat-cafe/lancatster-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Scratching Post Cat Cafe,Lewisburg,PA,US,https://www.cherishedcats.org/catcafe,https://catcafemap.com/cat-cafe/scratching-post-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Get a Gato Cat Cafe,Philadelphia,PA,US,https://www.getagato.com,https://catcafemap.com/cat-cafe/get-a-gato-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Whiskers Cat Café Philly,Philadelphia,PA,US,,https://catcafemap.com/cat-cafe/whiskers-cat-cafe-philly,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Colony Cafe,Pittsburgh,PA,US,https://www.colonycafepgh.com,https://catcafemap.com/cat-cafe/colony-cafe,2026-07-06,not_current,"Reviewed 2026-07-06; not published because current public evidence indicates closure, temporary closure, unrelated redirect, expired site, or not-yet-open status."
Purrfect Mugs Cat Cafe,Plains,PA,US,https://www.purrfectmugscatcafe.com,https://catcafemap.com/cat-cafe/purrfect-mugs-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Craig's Cat Cafe,Spring City,PA,US,https://craigscatcafe.net,https://catcafemap.com/cat-cafe/craigs-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cozy Kitty Cafe,Stroudsburg,PA,US,https://www.cozykittycafe.org,https://catcafemap.com/cat-cafe/cozy-kitty-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Coal Cats Cafe,Tamaqua,PA,US,https://www.coalcatscafe.com,https://catcafemap.com/cat-cafe/coal-cats-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mad Cats Cat Lounge,Coventry,RI,US,https://madcatsandmore.net,https://catcafemap.com/cat-cafe/mad-cats-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat Daddy Cat Café,Columbia,SC,US,https://catdaddyscatcafe.com,https://catcafemap.com/cat-cafe/cat-daddy-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Purrfect Pair Cat Cafe,Rock Hill,SC,US,https://www.purrfectpaircatcafe.com,https://catcafemap.com/cat-cafe/purrfect-pair-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Coffee and the Cats,Rapid City,SD,US,https://www.coffee-and-the-cats.com,https://catcafemap.com/cat-cafe/coffee-and-the-cats,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Boops & Beans Cat Cafe,Kingsport,TN,US,https://www.boopsandbeanscatcafe.com,https://catcafemap.com/cat-cafe/boops-and-beans-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Catio Nashville,Nashville,TN,US,https://www.thecationashville.com,https://catcafemap.com/cat-cafe/catio-nashville,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cleo's Cat Cafe,Oak Ridge,TN,US,https://www.cleoscafeofcats.com,https://catcafemap.com/cat-cafe/cleos-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Cozy Catfe,Arlington,TX,US,https://www.thecozycatfe.com,https://catcafemap.com/cat-cafe/the-cozy-catfe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Bubble Cat Cafe,Denton,TX,US,https://www.thebubblecatcafe.com/,https://catcafemap.com/cat-cafe/the-bubble-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Sun City Kitty,El Paso,TX,US,http://suncitykitty.com,https://catcafemap.com/cat-cafe/sun-city-kitty,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
9 Whiskers Lounge,Katy,TX,US,https://www.9whiskers.com,https://catcafemap.com/cat-cafe/9-whiskers-lounge-texas,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cat Haven Lounge,Katy,TX,US,https://www.cathavenlounge.com,https://catcafemap.com/cat-cafe/cat-haven-lounge,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cat's Cradle Cat Cafe,Harrisonburg,VA,US,https://www.catscradleva.org,https://catcafemap.com/cat-cafe/cats-cradle-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catty Corner Cat Cafe,Leesburg,VA,US,https://www.cattycornercafe.com,https://catcafemap.com/cat-cafe/catty-corner-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Kitty City Cat Cafe,Roanoke,VA,US,http://kittycitycatcafe.com,https://catcafemap.com/cat-cafe/kitty-city-cat-cafe,2026-07-06,not_current,"Reviewed 2026-07-06; not published because current public evidence indicates closure, temporary closure, unrelated redirect, expired site, or not-yet-open status."
Biscuits & Beans Cat Café,Winchester,VA,US,https://biscuitsandbeanscatcafe.com,https://catcafemap.com/cat-cafe/biscuits-and-beans-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Queen City Cat Lounge,Burlington,VT,US,https://www.queencitycatlounge.com,https://catcafemap.com/cat-cafe/queen-city-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catffeinated,Puyallup,WA,US,https://catffeinated.net,https://catcafemap.com/cat-cafe/catffeinated,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Mr. Kitty's Cat Cafe & Boutique,Eau Claire,WI,US,https://mrkittyscatcafe.com,https://catcafemap.com/cat-cafe/mr-kittys-cat-cafe-boutique,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Redner's Rescued Cat Figurine Mewseum,Menomonee Falls,WI,US,https://rrcfmewseum.com,https://catcafemap.com/cat-cafe/redners-rescued-cat-figurine-mewseum,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Planet Purrk Club,Oshkosh,WI,US,https://www.planetperkcoffeehouses.com/planet-purrrk-club,https://catcafemap.com/cat-cafe/planet-purrk-club,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Cat's Brew,Sun Prairie,WI,US,https://www.thecatsbrew.com,https://catcafemap.com/cat-cafe/the-cats-brew,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cups & Cats Cafe,Charleston,WV,US,https://cupsandcatswv.com,https://catcafemap.com/cat-cafe/cups-cats-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mugs 'N Mittens,Fairmont,WV,US,,https://catcafemap.com/cat-cafe/mugs-n-mittens-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catz N Coffee Connections,Cheyenne,WY,US,https://www.catzncoffeeconnect.com,https://catcafemap.com/cat-cafe/catz-n-coffee-connections,2026-07-06,not_current,"Reviewed 2026-07-06; not published because current public evidence indicates closure, temporary closure, unrelated redirect, expired site, or not-yet-open status."
